response_id,readiness_index,practice_completion_rate,growth_points,assessment_form
relationship_response_4233,14.1,0.406,-5.9,Form A
relationship_response_4234,92.4,0.638,40.5,Form B
relationship_response_4235,50.6,0.154,11.6,Form C
relationship_response_4236,80,0.73,40.7,Form A
relationship_response_4237,77.3,0.397,27.1,Form B
relationship_response_4238,82.4,0.616,27.9,Form A
relationship_response_4239,49.5,0.513,8.9,Form C
relationship_response_4240,56.7,0.692,10,Form C
relationship_response_4241,49.8,0.477,11.6,Form A
relationship_response_4242,67.8,0.633,22,Form C
relationship_response_4243,93,0.803,36.9,Form B
relationship_response_4244,59.4,0.405,11,Form B
relationship_response_4245,61.6,0.554,10.5,Form B
relationship_response_4246,11,0.102,-9.8,Form A
relationship_response_4247,64.4,0.876,24.5,Form B
relationship_response_4248,15,0.239,8,Form A
relationship_response_4249,57.6,0.444,12.8,Form C
relationship_response_4250,78,0.621,20.9,Form C
relationship_response_4251,48,0.453,15.3,Form C
relationship_response_4252,72.4,0.306,13.5,Form A
relationship_response_4253,71.1,0.622,18.3,Form C
relationship_response_4254,64.6,0.63,24.4,Form A
relationship_response_4255,62.9,0.582,3.6,Form B
relationship_response_4256,30.5,0.311,-6.5,Form A
relationship_response_4257,75,0.713,21.5,Form C
relationship_response_4258,49.4,0.79,11.3,Form B
relationship_response_4259,19.9,0.066,-10.2,Form A
relationship_response_4260,70.1,0.611,17.8,Form A
relationship_response_4261,80.2,0.665,29,Form C
relationship_response_4262,45.6,0.558,20,Form C
relationship_response_4263,75.3,0.569,24.7,Form A
relationship_response_4264,69.4,0.797,30.1,Form B
relationship_response_4265,71.7,0.683,21.5,Form A
relationship_response_4266,9.8,0.101,-4.7,Form A
relationship_response_4267,66.1,0.391,15.8,Form A
relationship_response_4268,40.4,0.229,2.8,Form A
relationship_response_4269,38.6,0.131,16.1,Form B
relationship_response_4270,32.7,0.528,5,Form B
relationship_response_4271,74.5,0.5,33.5,Form A
relationship_response_4272,34.5,0.239,9.4,Form C
relationship_response_4273,57.5,0.388,8.2,Form B
relationship_response_4274,77,0.576,37.2,Form B
relationship_response_4275,81.7,0.688,26.2,Form A
relationship_response_4276,81.5,0.649,42.3,Form A
relationship_response_4277,42.4,0.241,2.1,Form C
relationship_response_4278,49.9,0.178,-0.2,Form C
relationship_response_4279,40.1,0.109,3.1,Form A
relationship_response_4280,33.6,0.364,15,Form B
relationship_response_4281,94.2,0.792,48.2,Form A
relationship_response_4282,86.5,0.91,46.1,Form C
relationship_response_4283,30.8,0.539,11.5,Form A
relationship_response_4284,78.1,0.685,27.1,Form A
relationship_response_4285,47.9,0.515,9.5,Form A
relationship_response_4286,24.7,0.142,-0.2,Form C
relationship_response_4287,66,0.642,23.8,Form C
relationship_response_4288,84.7,0.647,30.1,Form A
relationship_response_4289,61.4,0.169,15.1,Form A
relationship_response_4290,67.6,0.478,5.6,Form C
relationship_response_4291,55.9,0.446,25.1,Form A
relationship_response_4292,55.8,0.498,1.1,Form B
relationship_response_4293,81.8,0.909,37.6,Form B
relationship_response_4294,52.2,0.46,-1.4,Form B
relationship_response_4295,44.4,0.379,17.9,Form A
relationship_response_4296,52.3,0.52,7.6,Form A
relationship_response_4297,16.2,0.272,-0.8,Form C
relationship_response_4298,41,0.304,23.8,Form C
relationship_response_4299,45.9,0.6,-0.7,Form B
relationship_response_4300,81.9,0.705,19.3,Form C
relationship_response_4301,45.5,0.666,6.7,Form B
relationship_response_4302,44.3,0.454,10.1,Form C
relationship_response_4303,16.2,0.024,8,Form A
relationship_response_4304,74.4,0.485,23.7,Form C
relationship_response_4305,31.8,0.458,8.2,Form B
relationship_response_4306,17.7,0.186,-3.1,Form A
relationship_response_4307,9.7,0.102,2.9,Form B
relationship_response_4308,82.4,0.656,20.4,Form C
relationship_response_4309,78.3,0.582,25.2,Form A
relationship_response_4310,17.8,0.1,2.2,Form B
relationship_response_4311,47.2,0.106,-2.2,Form B
relationship_response_4312,19.2,0.171,-1.2,Form C
relationship_response_4313,14.8,0.056,-15.4,Form C
relationship_response_4314,85.7,0.906,36.4,Form B
relationship_response_4315,85.4,0.669,34.7,Form A
relationship_response_4316,17.6,0.086,-14.6,Form C
relationship_response_4317,55.9,0.445,8,Form A
relationship_response_4318,85.8,0.768,35.6,Form C
relationship_response_4319,58.5,0.535,22.7,Form A
relationship_response_4320,40.1,0.27,18.1,Form A
relationship_response_4321,52.4,0.147,6.8,Form B
relationship_response_4322,60.9,0.52,23.1,Form C
relationship_response_4323,58.5,0.515,3.5,Form B
relationship_response_4324,13,0.095,2.4,Form A
relationship_response_4325,73.4,0.804,23.4,Form B
relationship_response_4326,68.6,0.735,27.6,Form B
relationship_response_4327,53.1,0.843,14,Form C
relationship_response_4328,27.5,0.183,1.6,Form B
relationship_response_4329,24.4,0.178,-2.1,Form B
relationship_response_4330,53.1,0.562,-14.5,Form A
relationship_response_4331,76,0.392,16.6,Form C
relationship_response_4332,75.6,0.552,22.8,Form B
relationship_response_4333,44.2,0.594,16.2,Form B
relationship_response_4334,52.5,0.611,0.5,Form A
relationship_response_4335,59.1,0.632,19.6,Form B
relationship_response_4336,26.7,0.422,15.1,Form A
relationship_response_4337,89.6,0.908,52,Form B
relationship_response_4338,58.6,0.285,3.9,Form A
relationship_response_4339,73,0.589,7.3,Form A
relationship_response_4340,90.9,0.814,50.1,Form C
relationship_response_4341,68.6,0.547,11.1,Form A
relationship_response_4342,46.8,0.502,10.7,Form A
relationship_response_4343,81,0.295,23.2,Form C
relationship_response_4344,43.4,0.322,6.3,Form A
relationship_response_4345,53.5,0.513,19.6,Form B
relationship_response_4346,31.2,0.112,0.1,Form B
relationship_response_4347,49.3,0.288,15.9,Form C
relationship_response_4348,52.6,0.33,1.2,Form A
relationship_response_4349,83.3,0.77,35.3,Form B
relationship_response_4350,88.3,0.827,29.2,Form B
relationship_response_4351,92.8,0.878,47.9,Form C
relationship_response_4352,83.9,0.473,35.5,Form A
relationship_response_4353,27.3,0.178,-0.9,Form A
relationship_response_4354,51.2,0.421,15.1,Form C
relationship_response_4355,41.7,0.527,5.9,Form B
relationship_response_4356,87,0.849,31.9,Form A
relationship_response_4357,57.5,0.568,28.1,Form B
relationship_response_4358,17.1,0.122,-6.9,Form A
relationship_response_4359,49.6,0.348,8.5,Form B
relationship_response_4360,25.3,0.478,5.7,Form B
relationship_response_4361,41.3,0.448,1.2,Form A
relationship_response_4362,8.6,0.117,-16,Form C
relationship_response_4363,89.4,0.905,38.7,Form B
relationship_response_4364,74.4,0.838,32.3,Form C
relationship_response_4365,35.5,0.274,9,Form A
relationship_response_4366,82.4,0.818,24.5,Form A
relationship_response_4367,20,0.158,7.2,Form A
relationship_response_4368,77.2,0.498,26.2,Form C
relationship_response_4369,43.5,0.465,12,Form C
relationship_response_4370,84.2,0.75,32.1,Form A
relationship_response_4371,74.4,0.827,6.1,Form B
relationship_response_4372,37.6,0.228,11.1,Form A
relationship_response_4373,11.5,0.05,-2.3,Form A
relationship_response_4374,42.8,0.204,-11.8,Form A
relationship_response_4375,60.5,0.502,4.4,Form A
relationship_response_4376,46.9,0.339,15.8,Form A
relationship_response_4377,45.1,0.6,6,Form C
relationship_response_4378,74.8,0.591,24.5,Form A
relationship_response_4379,70.6,0.352,26.4,Form C
relationship_response_4380,88.5,0.836,37.7,Form B
relationship_response_4381,74,0.87,40.6,Form A
relationship_response_4382,15.7,0.142,-5.2,Form C
relationship_response_4383,60.9,0.842,18.2,Form B
relationship_response_4384,70.9,0.731,13.9,Form C
relationship_response_4385,38.2,0.157,5.3,Form B
relationship_response_4386,32.3,0.639,17.6,Form B
relationship_response_4387,85.3,0.593,36.5,Form B
relationship_response_4388,58,0.768,17,Form C
relationship_response_4389,33,0.441,24.1,Form C
relationship_response_4390,86.1,0.728,22.7,Form B
relationship_response_4391,60.3,0.308,6.7,Form B
relationship_response_4392,16.9,0.283,8.5,Form A
relationship_response_4393,57.5,0.462,9.4,Form A
relationship_response_4394,60,0.728,12.3,Form B
relationship_response_4395,64.3,0.309,9.4,Form C
relationship_response_4396,88.9,0.767,30.7,Form C
relationship_response_4397,72.1,0.303,17.8,Form C
relationship_response_4398,23.2,0.477,-3.6,Form C
relationship_response_4399,76.2,0.675,28.2,Form C
relationship_response_4400,18.3,0.08,0.7,Form A
relationship_response_4401,68.6,0.593,12.5,Form A
relationship_response_4402,82,0.824,28.7,Form A
relationship_response_4403,32.6,0.325,-2.1,Form A
relationship_response_4404,64.9,0.467,9.1,Form B
relationship_response_4405,60.1,0.332,5.1,Form B
relationship_response_4406,76.5,0.382,33.7,Form C
relationship_response_4407,28.2,0.273,-12.9,Form C
relationship_response_4408,71.2,0.47,13.8,Form A
relationship_response_4409,73.4,0.757,27.6,Form B
relationship_response_4410,62.2,0.316,25.5,Form C
relationship_response_4411,77.5,0.628,20.8,Form B
relationship_response_4412,81.6,0.645,16.9,Form A
relationship_response_4413,56.8,0.585,3,Form A
relationship_response_4414,84.6,0.895,38.5,Form B
relationship_response_4415,11.7,0.141,1,Form C
relationship_response_4416,66.9,0.72,22.4,Form A
relationship_response_4417,0.8,0.088,-18.5,Form A
relationship_response_4418,40.6,0.127,0.7,Form C
relationship_response_4419,74.8,0.508,29,Form B
relationship_response_4420,60.2,0.371,-0.9,Form A
relationship_response_4421,59.4,0.203,26.2,Form B
relationship_response_4422,59.1,0.484,22.5,Form A
relationship_response_4423,80.2,0.801,33.3,Form A
relationship_response_4424,48.4,0.574,9.1,Form C
relationship_response_4425,61.7,0.371,21.4,Form B
relationship_response_4426,77.9,0.839,25.6,Form A
relationship_response_4427,26,0.154,4.2,Form B
relationship_response_4428,50.6,0.524,18.2,Form B
relationship_response_4429,73,0.727,31.6,Form C
relationship_response_4430,38.1,0.148,5.4,Form C
relationship_response_4431,42.1,0.323,15.7,Form B
relationship_response_4432,83.3,0.342,14.6,Form A
relationship_response_4433,70.7,0.741,16,Form B
relationship_response_4434,68.3,0.501,17.3,Form B
relationship_response_4435,68.8,0.273,-1.5,Form A
relationship_response_4436,80.1,0.728,41.7,Form B
relationship_response_4437,47.4,0.338,-2.3,Form C
relationship_response_4438,41.9,0.384,-1.9,Form B
relationship_response_4439,51.5,0.51,11.1,Form C
relationship_response_4440,10.1,0.103,-9.6,Form A
relationship_response_4441,24.2,0.184,-16.1,Form B
relationship_response_4442,34.9,0.307,5.3,Form C
relationship_response_4443,62.5,0.479,13.6,Form A
relationship_response_4444,3.2,0.047,-21,Form B
relationship_response_4445,20.5,0.444,14.8,Form A
relationship_response_4446,62.6,0.729,7,Form A
relationship_response_4447,42.7,0.317,-4.7,Form C
relationship_response_4448,64.5,0.387,30.7,Form C
relationship_response_4449,40,0.544,10.6,Form B
relationship_response_4450,36.2,0.248,-7.1,Form A
relationship_response_4451,89.5,0.78,41.5,Form B
relationship_response_4452,40.4,0.493,8.1,Form C
relationship_response_4453,40.6,0.405,-2.2,Form C
relationship_response_4454,9.4,0.118,-11.8,Form A
relationship_response_4455,78.9,0.799,20.7,Form A
relationship_response_4456,54.9,0.143,-6.5,Form C
relationship_response_4457,38.4,0.376,-5.6,Form C
relationship_response_4458,61.8,0.715,12.6,Form A
relationship_response_4459,63.4,0.699,25.1,Form A
relationship_response_4460,71.2,0.751,25.2,Form B
relationship_response_4461,57.8,0.454,3.2,Form C
relationship_response_4462,50.3,0.663,-7.2,Form B
relationship_response_4463,82.1,0.747,35.7,Form C
relationship_response_4464,49.5,0.184,4.3,Form C
relationship_response_4465,63.1,0.579,4.6,Form A
relationship_response_4466,79.1,0.761,40.3,Form A
relationship_response_4467,77.9,0.506,45.6,Form B
relationship_response_4468,43.8,0.179,6.3,Form B
relationship_response_4469,73.6,0.729,15.9,Form C
relationship_response_4470,40.6,0.496,20.2,Form C
relationship_response_4471,39.5,0.673,8.7,Form C
relationship_response_4472,52.3,0.492,22.5,Form B
relationship_response_4473,54.2,0.356,18.9,Form C
relationship_response_4474,33.3,0.214,10,Form C
relationship_response_4475,28.1,0.271,-1,Form C
relationship_response_4476,82.4,0.711,36.4,Form C
relationship_response_4477,68.9,0.279,18.6,Form B
relationship_response_4478,75.5,0.604,39.7,Form A
relationship_response_4479,66.6,0.557,0.6,Form C
relationship_response_4480,78.9,0.577,20.9,Form B
relationship_response_4481,75.4,0.312,22,Form A
relationship_response_4482,66.1,0.485,32.6,Form A
relationship_response_4483,38.3,0.31,3.2,Form A
relationship_response_4484,23.9,0.178,-8.7,Form C
relationship_response_4485,81.3,0.474,43.4,Form B
relationship_response_4486,57.5,0.435,6.7,Form B
relationship_response_4487,47.8,0.513,12.6,Form B
relationship_response_4488,4.1,0.615,-11.4,Form B
relationship_response_4489,23.1,0.149,11.4,Form B
relationship_response_4490,68.1,0.26,9.7,Form A
relationship_response_4491,61.7,0.578,33.5,Form A
relationship_response_4492,74.3,0.93,17.6,Form C
relationship_response_4493,82.9,0.562,42,Form B
relationship_response_4494,32.4,0.291,-9.8,Form C
relationship_response_4495,72,0.799,26.3,Form A
relationship_response_4496,74.8,0.512,39.6,Form C
relationship_response_4497,64.3,0.556,21.9,Form A
relationship_response_4498,74.1,0.863,36.2,Form A
relationship_response_4499,73.8,0.801,22.6,Form A
relationship_response_4500,84.8,0.804,29.7,Form A
relationship_response_4501,60.8,0.525,14.6,Form C
relationship_response_4502,52.5,0.463,21.4,Form C
relationship_response_4503,61.5,0.296,20.6,Form A
relationship_response_4504,8.3,0.154,-5.5,Form C
relationship_response_4505,36.9,0.107,-1.8,Form C
relationship_response_4506,50.6,0.151,9.5,Form C
relationship_response_4507,91.5,0.806,52,Form C
relationship_response_4508,7.6,0.203,-19.7,Form C
relationship_response_4509,74.4,0.784,28.5,Form C
relationship_response_4510,69.1,0.445,24.2,Form C
relationship_response_4511,66.3,0.874,16.5,Form A
relationship_response_4512,56.5,0.87,15,Form B
relationship_response_4513,79.8,0.803,37.5,Form B
relationship_response_4514,70.5,0.597,22,Form A
relationship_response_4515,69.3,0.479,20.6,Form A
relationship_response_4516,57.3,0.49,15.1,Form C
relationship_response_4517,60.7,0.725,24.6,Form C
relationship_response_4518,82.3,0.757,39.1,Form C
relationship_response_4519,63.2,0.36,10.3,Form B
relationship_response_4520,27.3,0.242,6.5,Form A
relationship_response_4521,19.9,0.127,3.4,Form C
relationship_response_4522,25.8,0.09,-0.9,Form C
relationship_response_4523,72.3,0.464,16,Form A
relationship_response_4524,43.6,0.39,2.2,Form C
relationship_response_4525,28.5,0.19,-5.5,Form C
relationship_response_4526,8.2,0.028,-13.7,Form C
relationship_response_4527,48.6,0.391,4.6,Form B
relationship_response_4528,41,0.26,18.6,Form A
relationship_response_4529,22.1,0.082,-9.9,Form B
relationship_response_4530,69.2,0.612,24,Form B
relationship_response_4531,69.6,0.186,16.8,Form C
relationship_response_4532,61.4,0.628,25.8,Form C
relationship_response_4533,80.1,0.437,12.1,Form C
relationship_response_4534,54.7,0.307,1,Form C
relationship_response_4535,34.6,0.132,11.9,Form A
relationship_response_4536,64,0.694,16,Form A
relationship_response_4537,54.3,0.456,22.9,Form B
relationship_response_4538,38,0.265,6.4,Form B
relationship_response_4539,23.8,0.486,0.1,Form A
relationship_response_4540,67.2,0.554,28.2,Form A
relationship_response_4541,38.1,0.398,15.9,Form A
relationship_response_4542,64,0.372,8.1,Form C
relationship_response_4543,74.5,0.486,25,Form C
relationship_response_4544,78.5,0.548,26.9,Form B
relationship_response_4545,76.1,0.161,18.4,Form C
relationship_response_4546,24,0.104,3.9,Form C
relationship_response_4547,66.6,0.607,11.3,Form C
relationship_response_4548,21.4,0.254,13.3,Form C
relationship_response_4549,41.8,0.185,-0.7,Form C
relationship_response_4550,84.7,0.844,32.5,Form A
relationship_response_4551,55.8,0.464,11.4,Form C
relationship_response_4552,64.6,0.528,23.6,Form C
relationship_response_4553,54,0.66,11.4,Form A
relationship_response_4554,66.8,0.15,11.7,Form A
relationship_response_4555,62.9,0.501,7.3,Form B
relationship_response_4556,54.8,0.84,15.8,Form A
relationship_response_4557,64.5,0.375,9.7,Form B
relationship_response_4558,56.7,0.431,9.9,Form C
relationship_response_4559,58.9,0.639,16.7,Form A
relationship_response_4560,66.2,0.313,19.3,Form A
relationship_response_4561,51.9,0.541,20.2,Form C
relationship_response_4562,32.3,0.203,0.5,Form C
relationship_response_4563,78.2,0.69,41.6,Form B
relationship_response_4564,58.6,0.338,3.1,Form B
relationship_response_4565,54.6,0.506,19.9,Form C
relationship_response_4566,39.5,0.543,12.6,Form B
relationship_response_4567,76.1,0.678,30.4,Form C
relationship_response_4568,86.5,0.741,29.9,Form B
relationship_response_4569,49,0.685,12.7,Form C
relationship_response_4570,76.1,0.695,23.2,Form C
relationship_response_4571,83.3,0.889,47.4,Form B
relationship_response_4572,62.2,0.679,15,Form A
relationship_response_4573,22.1,0.175,1.5,Form A
relationship_response_4574,49.6,0.622,26.1,Form A
relationship_response_4575,50.7,0.277,7.5,Form C
relationship_response_4576,70.8,0.684,19,Form A
relationship_response_4577,56.7,0.563,13,Form A
relationship_response_4578,65.9,0.497,22.9,Form A
relationship_response_4579,20.7,0.219,-7.6,Form C
relationship_response_4580,62.6,0.382,14.6,Form A
relationship_response_4581,33.1,0.308,3.2,Form C
relationship_response_4582,47.4,0.112,3.2,Form B
relationship_response_4583,43.3,0.12,6.5,Form A
relationship_response_4584,34.9,0.07,4.8,Form B
relationship_response_4585,59.2,0.43,19.6,Form B
relationship_response_4586,33.6,0.36,12.2,Form B
relationship_response_4587,57.2,0.309,18.8,Form A
relationship_response_4588,24.5,0.056,3.6,Form B
relationship_response_4589,69.2,0.371,13.4,Form A
relationship_response_4590,68,0.799,49.1,Form C
relationship_response_4591,27.2,0.478,6.1,Form B
relationship_response_4592,35.3,0.417,12.9,Form C
relationship_response_4593,43.4,0.298,6.6,Form B
relationship_response_4594,49.7,0.14,5.7,Form A
relationship_response_4595,48.4,0.519,-0.3,Form A
relationship_response_4596,37.9,0.473,16.3,Form B
relationship_response_4597,75.6,0.711,27.3,Form B
relationship_response_4598,51.6,0.315,19.1,Form C
relationship_response_4599,70.6,0.308,23.8,Form B
relationship_response_4600,23.3,0.311,10.1,Form A
relationship_response_4601,41.8,0.288,8.1,Form B
relationship_response_4602,21.1,0.523,5.5,Form A
relationship_response_4603,6.7,0.17,-14.7,Form C
relationship_response_4604,63.6,0.633,20.4,Form B
relationship_response_4605,65.4,0.74,25.6,Form C
relationship_response_4606,25.5,0.128,11.9,Form B
relationship_response_4607,32.2,0.35,3.1,Form B
relationship_response_4608,54.4,0.855,25.1,Form C
relationship_response_4609,25,0.183,-9.1,Form A
relationship_response_4610,66.5,0.728,5.1,Form A
relationship_response_4611,14.1,0.138,6.9,Form C
relationship_response_4612,65.2,0.394,19.3,Form B
relationship_response_4613,75.7,0.521,21.7,Form B
relationship_response_4614,82.7,0.8,33.9,Form A
relationship_response_4615,84.1,0.888,19.6,Form B
relationship_response_4616,39.3,0.208,14.4,Form A
relationship_response_4617,51.5,0.514,6.7,Form B
relationship_response_4618,75.6,0.378,30.3,Form C
relationship_response_4619,86,0.921,45.1,Form C
relationship_response_4620,68.2,0.467,14.5,Form A
relationship_response_4621,64,0.586,20.7,Form C
relationship_response_4622,70.8,0.791,19.5,Form C
relationship_response_4623,58,0.077,5.2,Form B
relationship_response_4624,63.4,0.591,-5.3,Form A
relationship_response_4625,72.9,0.48,35,Form C
relationship_response_4626,71.1,0.523,19,Form C
relationship_response_4627,54.2,0.257,16.9,Form B
relationship_response_4628,53.1,0.355,5.1,Form C
relationship_response_4629,27.7,0.218,7.5,Form B
relationship_response_4630,69.6,0.623,11.3,Form B
relationship_response_4631,51.1,0.623,11.9,Form A
relationship_response_4632,84.9,0.738,33.7,Form A
relationship_response_4633,72.8,0.808,10,Form B
relationship_response_4634,72,0.482,23.8,Form A
relationship_response_4635,53.5,0.821,21.3,Form C
relationship_response_4636,78.9,0.915,35.3,Form B
relationship_response_4637,22.3,0.414,-2.5,Form A
relationship_response_4638,45.6,0.26,-3.1,Form B
relationship_response_4639,1.4,0.077,-7.9,Form C
relationship_response_4640,63.7,0.64,27.9,Form A
relationship_response_4641,62,0.567,10.9,Form C
relationship_response_4642,64.4,0.45,14.9,Form C
relationship_response_4643,48.7,0.286,-5,Form A
relationship_response_4644,89.2,0.748,38.1,Form A
relationship_response_4645,52.3,0.65,14.4,Form A
relationship_response_4646,46.3,0.539,14.6,Form B
relationship_response_4647,90,0.759,32.7,Form B
relationship_response_4648,66.3,0.403,25.2,Form C
relationship_response_4649,74.3,0.437,20.2,Form B
relationship_response_4650,42.2,0.352,4.2,Form C
relationship_response_4651,80.3,0.539,23.1,Form A
relationship_response_4652,79.5,0.723,28.7,Form B
relationship_response_4653,77.3,0.605,24.7,Form B
relationship_response_4654,48.5,0.283,14.9,Form B
relationship_response_4655,31.2,0.138,-11.8,Form A
relationship_response_4656,9.3,0.25,-3.4,Form A
relationship_response_4657,54.4,0.336,21.8,Form C
relationship_response_4658,71.4,0.523,21.7,Form C
relationship_response_4659,81.8,0.465,38.6,Form B
relationship_response_4660,49,0.298,1.4,Form C
relationship_response_4661,76.5,0.901,8.5,Form B
relationship_response_4662,44.3,0.477,15.7,Form C
relationship_response_4663,22.8,0.381,-1.5,Form B
relationship_response_4664,56.7,0.234,4.8,Form B
relationship_response_4665,61.5,0.482,30.7,Form B
relationship_response_4666,88.4,0.643,34.6,Form B
relationship_response_4667,67.6,0.794,17.3,Form B
relationship_response_4668,8.9,0.09,8.5,Form A
relationship_response_4669,31.4,0.199,-17.6,Form C
relationship_response_4670,48.1,0.351,6.2,Form C
relationship_response_4671,50,0.657,-3.5,Form B
relationship_response_4672,29.3,0.12,2.5,Form A
relationship_response_4673,70.5,0.42,23.2,Form A
relationship_response_4674,36.1,0.278,12.5,Form C
relationship_response_4675,58.7,0.358,16.4,Form A
relationship_response_4676,50.8,0.394,5,Form A
relationship_response_4677,31.1,0.226,17.6,Form B
relationship_response_4678,75.9,0.692,26.5,Form A
relationship_response_4679,48.9,0.479,11.4,Form C
relationship_response_4680,73,0.852,27.9,Form C
relationship_response_4681,84.9,0.641,24.5,Form A
relationship_response_4682,10.3,0.289,-11.5,Form B
relationship_response_4683,48.4,0.259,-4.5,Form C
relationship_response_4684,36.8,0.33,20.9,Form A
relationship_response_4685,14.8,0.07,-4.9,Form A
relationship_response_4686,64.4,0.273,1,Form B
relationship_response_4687,52.1,0.366,8.7,Form B
relationship_response_4688,5.3,0.054,-22,Form B
relationship_response_4689,43,0.455,13.8,Form C
relationship_response_4690,58.5,0.524,4.5,Form C
relationship_response_4691,15.1,0.156,1.3,Form B
relationship_response_4692,88.1,0.877,44,Form A
relationship_response_4693,60.4,0.424,8,Form B
relationship_response_4694,87.5,0.7,28.1,Form B
relationship_response_4695,63.8,0.557,26.7,Form C
relationship_response_4696,13.9,0.166,-22,Form C
relationship_response_4697,82.4,0.509,31.5,Form A
relationship_response_4698,30.9,0.428,0.4,Form B
relationship_response_4699,88.2,0.956,34.5,Form B
relationship_response_4700,39.9,0.07,-6.7,Form C
relationship_response_4701,83.4,0.773,35,Form A
relationship_response_4702,65.9,0.389,11.4,Form A
relationship_response_4703,65.6,0.463,27.8,Form A
relationship_response_4704,46.2,0.603,9.4,Form B
relationship_response_4705,31.1,0.214,4.4,Form C
relationship_response_4706,45.1,0.23,9,Form C
relationship_response_4707,63.5,0.259,14.9,Form B
relationship_response_4708,48.4,0.44,6.4,Form B
relationship_response_4709,38.1,0.407,-14,Form B
relationship_response_4710,60.6,0.285,8.8,Form C
relationship_response_4711,69.3,0.684,38.3,Form C
relationship_response_4712,56.9,0.336,9,Form A
relationship_response_4713,72.6,0.935,26.5,Form C
relationship_response_4714,60.4,0.75,16.3,Form B
relationship_response_4715,63.2,0.381,4.6,Form C
relationship_response_4716,8.1,0.244,4,Form A
relationship_response_4717,69.9,0.469,39.9,Form C
relationship_response_4718,81.2,0.735,25.9,Form A
relationship_response_4719,34.3,0.28,5.4,Form C
relationship_response_4720,43.5,0.285,13.9,Form B
relationship_response_4721,64.5,0.469,3.8,Form C
relationship_response_4722,55.1,0.421,11.6,Form A
relationship_response_4723,67.9,0.501,27,Form C
relationship_response_4724,44.4,0.427,3.8,Form A
relationship_response_4725,53.1,0.33,-0.8,Form B
relationship_response_4726,57.9,0.639,1.1,Form B
relationship_response_4727,17.9,0.173,7.6,Form C
relationship_response_4728,56.5,0.558,16,Form C
relationship_response_4729,31.7,0.213,15.5,Form C
relationship_response_4730,67.7,0.728,15.2,Form A
relationship_response_4731,66.8,0.309,19.6,Form B
relationship_response_4732,71.7,0.648,29.6,Form A
relationship_response_4733,54.3,0.557,13.5,Form A
relationship_response_4734,80.1,0.703,30.7,Form C
relationship_response_4735,52,0.656,11.4,Form A
relationship_response_4736,43.1,0.472,10.3,Form B
relationship_response_4737,17,0.297,1.9,Form A
relationship_response_4738,73.3,0.716,15.9,Form C
relationship_response_4739,77.7,0.444,25.9,Form C
relationship_response_4740,68.2,0.482,7.8,Form A
relationship_response_4741,28.3,0.325,-9.4,Form A
relationship_response_4742,88.3,0.846,36.5,Form C
relationship_response_4743,67.2,0.258,17.6,Form C
relationship_response_4744,20.5,0.167,2,Form B
relationship_response_4745,59.7,0.539,8.4,Form B
relationship_response_4746,73.5,0.654,25.9,Form C
relationship_response_4747,97.6,0.916,40,Form C
relationship_response_4748,49.6,0.164,29.2,Form C
relationship_response_4749,49,0.433,19.2,Form A
relationship_response_4750,16.2,0.121,-12.2,Form C
relationship_response_4751,57.9,0.458,9.8,Form B
relationship_response_4752,33.3,0.343,9,Form A
relationship_response_4753,78.4,0.692,29.9,Form A
relationship_response_4754,9.6,0.031,-20.6,Form C
relationship_response_4755,39.1,0.236,5.4,Form B
relationship_response_4756,18.5,0.196,-13.6,Form A
relationship_response_4757,74.3,0.347,23.8,Form B
relationship_response_4758,85.6,0.838,34.6,Form A
relationship_response_4759,25.9,0.229,-6.9,Form B
relationship_response_4760,46.7,0.448,17.5,Form A
relationship_response_4761,64.3,0.452,16.1,Form A
relationship_response_4762,35,0.195,-5.9,Form A
relationship_response_4763,88.3,0.812,29.1,Form B
relationship_response_4764,65.9,0.389,24.7,Form C
relationship_response_4765,76.1,0.797,35.3,Form B
relationship_response_4766,73.8,0.463,14.9,Form A
relationship_response_4767,83.7,0.708,42.4,Form A
relationship_response_4768,67.6,0.638,26.4,Form B
relationship_response_4769,35.7,0.511,11,Form B
relationship_response_4770,47.6,0.364,4,Form C
relationship_response_4771,74.6,0.772,10,Form C
relationship_response_4772,9.1,0.066,-18.4,Form A
relationship_response_4773,74.1,0.591,15.1,Form C
relationship_response_4774,70.9,0.484,17.9,Form B
relationship_response_4775,72.9,0.767,22,Form B
relationship_response_4776,52.8,0.387,5.5,Form A
relationship_response_4777,66.2,0.519,11.9,Form C
relationship_response_4778,58.1,0.659,9,Form B
relationship_response_4779,74.4,0.591,22.9,Form B
relationship_response_4780,76,0.757,31.9,Form C
relationship_response_4781,40.6,0.14,4,Form C
relationship_response_4782,78.6,0.658,35.9,Form A
relationship_response_4783,57,0.229,-2,Form C
relationship_response_4784,33.4,0.223,-6.2,Form A
relationship_response_4785,48.2,0.238,21.8,Form C
relationship_response_4786,62.5,0.697,32.2,Form C
relationship_response_4787,54,0.442,10.8,Form A
relationship_response_4788,79,0.51,30.7,Form C
relationship_response_4789,83.1,0.604,40.3,Form C
relationship_response_4790,69,0.634,24.3,Form C
relationship_response_4791,32,0.338,21.5,Form B
relationship_response_4792,14.6,0.015,7,Form C
relationship_response_4793,82,0.593,12.3,Form B
relationship_response_4794,71.1,0.564,23.7,Form A
relationship_response_4795,7.8,0.154,-10.7,Form B
relationship_response_4796,85.6,0.874,39.1,Form A
relationship_response_4797,59.6,0.365,15.8,Form A
