case_id,task_family,predicted_mastery_probability,true_mastery_probability,observed_mastery
calibration_case_2409,Conceptual explanation,0.1424,0.156,0
calibration_case_2410,Conceptual explanation,0.4435,0.4084,0
calibration_case_2411,Procedural fluency,0.5394,0.5082,0
calibration_case_2412,Conceptual explanation,0.4025,0.3748,0
calibration_case_2413,Multi-step modeling,0.6047,0.4992,1
calibration_case_2414,Multi-step modeling,0.2172,0.1921,1
calibration_case_2415,Conceptual explanation,0.1822,0.1913,0
calibration_case_2416,Multi-step modeling,0.9321,0.863,1
calibration_case_2417,Procedural fluency,0.485,0.4625,0
calibration_case_2418,Conceptual explanation,0.1668,0.1778,0
calibration_case_2419,Procedural fluency,0.5857,0.5476,0
calibration_case_2420,Procedural fluency,0.3787,0.3738,1
calibration_case_2421,Procedural fluency,0.7521,0.6968,1
calibration_case_2422,Conceptual explanation,0.3112,0.3,0
calibration_case_2423,Procedural fluency,0.8661,0.8128,0
calibration_case_2424,Procedural fluency,0.505,0.4792,0
calibration_case_2425,Conceptual explanation,0.0955,0.1122,1
calibration_case_2426,Conceptual explanation,0.5474,0.4949,0
calibration_case_2427,Procedural fluency,0.4898,0.4665,0
calibration_case_2428,Conceptual explanation,0.4217,0.3905,1
calibration_case_2429,Procedural fluency,0.4826,0.4605,0
calibration_case_2430,Conceptual explanation,0.6847,0.6157,0
calibration_case_2431,Procedural fluency,0.4945,0.4704,1
calibration_case_2432,Conceptual explanation,0.6197,0.5573,0
calibration_case_2433,Procedural fluency,0.7571,0.7016,0
calibration_case_2434,Procedural fluency,0.5645,0.5295,0
calibration_case_2435,Multi-step modeling,0.4138,0.3424,0
calibration_case_2436,Conceptual explanation,0.6755,0.6073,0
calibration_case_2437,Conceptual explanation,0.6523,0.5863,0
calibration_case_2438,Procedural fluency,0.1625,0.1858,0
calibration_case_2439,Multi-step modeling,0.7735,0.6619,1
calibration_case_2440,Procedural fluency,0.5972,0.5574,1
calibration_case_2441,Procedural fluency,0.4547,0.4371,1
calibration_case_2442,Procedural fluency,0.6237,0.5804,0
calibration_case_2443,Procedural fluency,0.8279,0.772,0
calibration_case_2444,Multi-step modeling,0.4297,0.3549,0
calibration_case_2445,Procedural fluency,0.4213,0.4094,1
calibration_case_2446,Multi-step modeling,0.6373,0.5283,0
calibration_case_2447,Procedural fluency,0.439,0.4241,0
calibration_case_2448,Procedural fluency,0.4581,0.44,0
calibration_case_2449,Conceptual explanation,0.2197,0.2236,1
calibration_case_2450,Procedural fluency,0.6143,0.5722,1
calibration_case_2451,Procedural fluency,0.3734,0.3694,1
calibration_case_2452,Conceptual explanation,0.1269,0.1419,0
calibration_case_2453,Conceptual explanation,0.4916,0.4481,1
calibration_case_2454,Procedural fluency,0.86240000000000006,0.8087,1
calibration_case_2455,Multi-step modeling,0.8655,0.7692,1
calibration_case_2456,Conceptual explanation,0.6514,0.5855,0
calibration_case_2457,Conceptual explanation,0.4148,0.3848,0
calibration_case_2458,Multi-step modeling,0.1892,0.1704,0
calibration_case_2459,Procedural fluency,0.6114,0.5697,0
calibration_case_2460,Procedural fluency,0.5911,0.5522,1
calibration_case_2461,Multi-step modeling,0.4484,0.3696,0
calibration_case_2462,Multi-step modeling,0.3813,0.3172,1
calibration_case_2463,Procedural fluency,0.7272,0.6734,1
calibration_case_2464,Conceptual explanation,0.7084,0.6378,1
calibration_case_2465,Multi-step modeling,0.2728,0.2344,0
calibration_case_2466,Conceptual explanation,0.5639,0.5089,1
calibration_case_2467,Conceptual explanation,0.4098,0.3807,0
calibration_case_2468,Procedural fluency,0.5663,0.5309,1
calibration_case_2469,Procedural fluency,0.4671,0.4475,1
calibration_case_2470,Procedural fluency,0.618,0.5754,1
calibration_case_2471,Conceptual explanation,0.6462,0.5808,1
calibration_case_2472,Conceptual explanation,0.4967,0.4524,0
calibration_case_2473,Conceptual explanation,0.2871,0.2801,0
calibration_case_2474,Procedural fluency,0.8798,0.828,1
calibration_case_2475,Procedural fluency,0.5203,0.492,0
calibration_case_2476,Procedural fluency,0.7545,0.6992,1
calibration_case_2477,Procedural fluency,0.914,0.8682,1
calibration_case_2478,Conceptual explanation,0.5384,0.4873,1
calibration_case_2479,Conceptual explanation,0.256,0.2542,0
calibration_case_2480,Procedural fluency,0.6556,0.6084,1
calibration_case_2481,Multi-step modeling,0.0805,0.0828,0
calibration_case_2482,Conceptual explanation,0.8222,0.7514,0
calibration_case_2483,Procedural fluency,0.7418,0.6871,0
calibration_case_2484,Procedural fluency,0.7851,0.7288,1
calibration_case_2485,Multi-step modeling,0.2065,0.1838,0
calibration_case_2486,Multi-step modeling,0.3453,0.2896,0
calibration_case_2487,Procedural fluency,0.4475,0.4311,1
calibration_case_2488,Procedural fluency,0.88,0.8283,1
calibration_case_2489,Multi-step modeling,0.2069,0.1841,0
calibration_case_2490,Multi-step modeling,0.6329,0.5243,1
calibration_case_2491,Conceptual explanation,0.3288,0.3145,1
calibration_case_2492,Conceptual explanation,0.2737,0.269,0
calibration_case_2493,Conceptual explanation,0.455,0.4179,1
calibration_case_2494,Multi-step modeling,0.5166,0.4245,0
calibration_case_2495,Procedural fluency,0.7507,0.6955,1
calibration_case_2496,Procedural fluency,0.3639,0.3614,0
calibration_case_2497,Multi-step modeling,0.5393,0.4433,1
calibration_case_2498,Multi-step modeling,0.1288,0.1228,0
calibration_case_2499,Conceptual explanation,0.8338,0.764,1
calibration_case_2500,Procedural fluency,0.6729,0.6238,0
calibration_case_2501,Multi-step modeling,0.7029,0.5899,1
calibration_case_2502,Procedural fluency,0.1386,0.1632,0
calibration_case_2503,Conceptual explanation,0.2505,0.2497,0
calibration_case_2504,Conceptual explanation,0.3649,0.344,1
calibration_case_2505,Procedural fluency,0.5194,0.4913,0
calibration_case_2506,Procedural fluency,0.6028,0.5623,1
calibration_case_2507,Procedural fluency,0.2277,0.2449,0
calibration_case_2508,Conceptual explanation,0.5796,0.5225,1
calibration_case_2509,Procedural fluency,0.3377,0.3394,0
calibration_case_2510,Conceptual explanation,0.4985,0.4538,1
calibration_case_2511,Procedural fluency,0.4376,0.4229,0
calibration_case_2512,Conceptual explanation,0.8483,0.7801,0
calibration_case_2513,Conceptual explanation,0.4419,0.4071,0
calibration_case_2514,Procedural fluency,0.3912,0.3843,1
calibration_case_2515,Conceptual explanation,0.7784,0.7059,1
calibration_case_2516,Multi-step modeling,0.1551,0.1438,0
calibration_case_2517,Conceptual explanation,0.2794,0.2737,1
calibration_case_2518,Multi-step modeling,0.9627,0.9146,1
calibration_case_2519,Procedural fluency,0.7608,0.7052,1
calibration_case_2520,Multi-step modeling,0.4287,0.3541,0
calibration_case_2521,Conceptual explanation,0.7315,0.6597,1
calibration_case_2522,Multi-step modeling,0.3346,0.2814,0
calibration_case_2523,Conceptual explanation,0.1603,0.1721,0
calibration_case_2524,Conceptual explanation,0.2607,0.2581,1
calibration_case_2525,Procedural fluency,0.8276,0.7717,1
calibration_case_2526,Multi-step modeling,0.1048,0.1033,1
calibration_case_2527,Procedural fluency,0.4836,0.4613,1
calibration_case_2528,Procedural fluency,0.3675,0.3644,0
calibration_case_2529,Multi-step modeling,0.2673,0.2302,0
calibration_case_2530,Procedural fluency,0.7566,0.7012,0
calibration_case_2531,Procedural fluency,0.7257,0.672,0
calibration_case_2532,Conceptual explanation,0.4325,0.3993,0
calibration_case_2533,Procedural fluency,0.3754,0.3711,0
calibration_case_2534,Multi-step modeling,0.3124,0.2645,1
calibration_case_2535,Multi-step modeling,0.4064,0.3367,0
calibration_case_2536,Procedural fluency,0.4242,0.4118,1
calibration_case_2537,Procedural fluency,0.8474,0.7925,0
calibration_case_2538,Procedural fluency,0.8805,0.8289,1
calibration_case_2539,Conceptual explanation,0.2886,0.2813,1
calibration_case_2540,Conceptual explanation,0.3063,0.2959,0
calibration_case_2541,Conceptual explanation,0.9014,0.8428,1
calibration_case_2542,Conceptual explanation,0.7446,0.6723,1
calibration_case_2543,Conceptual explanation,0.5426,0.4909,0
calibration_case_2544,Multi-step modeling,0.1548,0.1436,0
calibration_case_2545,Procedural fluency,0.1869,0.2083,0
calibration_case_2546,Conceptual explanation,0.9712,0.9414,1
calibration_case_2547,Procedural fluency,0.1894,0.2106,1
calibration_case_2548,Procedural fluency,0.6686,0.62,1
calibration_case_2549,Procedural fluency,0.8873,0.8367,1
calibration_case_2550,Multi-step modeling,0.613,0.5066,0
calibration_case_2551,Conceptual explanation,0.4995,0.4547,0
calibration_case_2552,Multi-step modeling,0.8323,0.7283,1
calibration_case_2553,Procedural fluency,0.3458,0.3463,0
calibration_case_2554,Procedural fluency,0.6469,0.6007,0
calibration_case_2555,Conceptual explanation,0.2833,0.2769,0
calibration_case_2556,Procedural fluency,0.0633,0.086,0
calibration_case_2557,Conceptual explanation,0.7167,0.6455,1
calibration_case_2558,Procedural fluency,0.6736,0.6245,1
calibration_case_2559,Procedural fluency,0.7437,0.6889,0
calibration_case_2560,Procedural fluency,0.5332,0.5029,0
calibration_case_2561,Procedural fluency,0.8459,0.7909,0
calibration_case_2562,Procedural fluency,0.7033,0.6513,1
calibration_case_2563,Conceptual explanation,0.5395,0.4882,1
calibration_case_2564,Conceptual explanation,0.3993,0.3721,1
calibration_case_2565,Procedural fluency,0.7924,0.7359,1
calibration_case_2566,Procedural fluency,0.5772,0.5403,0
calibration_case_2567,Conceptual explanation,0.5236,0.4749,0
calibration_case_2568,Procedural fluency,0.8175,0.7612,1
calibration_case_2569,Conceptual explanation,0.8893,0.8278,1
calibration_case_2570,Multi-step modeling,0.1401,0.1319,0
calibration_case_2571,Multi-step modeling,0.8878,0.7986,1
calibration_case_2572,Conceptual explanation,0.4234,0.3919,1
calibration_case_2573,Procedural fluency,0.8868,0.8361,1
calibration_case_2574,Conceptual explanation,0.5879,0.5296,1
calibration_case_2575,Procedural fluency,0.6993,0.6477,1
calibration_case_2576,Conceptual explanation,0.8571,0.7899,1
calibration_case_2577,Procedural fluency,0.5725,0.5362,0
calibration_case_2578,Multi-step modeling,0.6522,0.5419,1
calibration_case_2579,Procedural fluency,0.7842,0.7278,0
calibration_case_2580,Multi-step modeling,0.7517,0.6389,0
calibration_case_2581,Procedural fluency,0.7944,0.738,1
calibration_case_2582,Multi-step modeling,0.5366,0.4411,0
calibration_case_2583,Procedural fluency,0.3003,0.3078,0
calibration_case_2584,Conceptual explanation,0.4284,0.396,0
calibration_case_2585,Procedural fluency,0.7857,0.7293,1
calibration_case_2586,Conceptual explanation,0.8973,0.8376,1
calibration_case_2587,Procedural fluency,0.6175,0.575,1
calibration_case_2588,Procedural fluency,0.94,0.9012,1
calibration_case_2589,Multi-step modeling,0.1262,0.1208,0
calibration_case_2590,Procedural fluency,0.682,0.6321,0
calibration_case_2591,Procedural fluency,0.5092,0.4827,0
calibration_case_2592,Multi-step modeling,0.4747,0.3906,1
calibration_case_2593,Multi-step modeling,0.0456,0.0515,0
calibration_case_2594,Conceptual explanation,0.3806,0.3568,0
calibration_case_2595,Procedural fluency,0.5528,0.5195,1
calibration_case_2596,Conceptual explanation,0.4344,0.4009,0
calibration_case_2597,Conceptual explanation,0.2772,0.2719,1
calibration_case_2598,Procedural fluency,0.5225,0.4939,0
calibration_case_2599,Multi-step modeling,0.6248,0.5171,0
calibration_case_2600,Conceptual explanation,0.5302,0.4804,0
calibration_case_2601,Conceptual explanation,0.1757,0.1856,0
calibration_case_2602,Multi-step modeling,0.4518,0.3722,0
calibration_case_2603,Conceptual explanation,0.1993,0.2062,0
calibration_case_2604,Procedural fluency,0.2234,0.2411,1
calibration_case_2605,Procedural fluency,0.9686,0.9416,1
calibration_case_2606,Multi-step modeling,0.3305,0.2783,0
calibration_case_2607,Procedural fluency,0.4127,0.4022,0
calibration_case_2608,Multi-step modeling,0.4401,0.363,0
calibration_case_2609,Procedural fluency,0.3464,0.3468,0
calibration_case_2610,Conceptual explanation,0.5318,0.4818,0
calibration_case_2611,Procedural fluency,0.895,0.8456,1
calibration_case_2612,Procedural fluency,0.1506,0.1746,0
calibration_case_2613,Conceptual explanation,0.31,0.299,0
calibration_case_2614,Procedural fluency,0.231,0.2479,0
calibration_case_2615,Multi-step modeling,0.6184,0.5114,0
calibration_case_2616,Multi-step modeling,0.4378,0.3612,0
calibration_case_2617,Multi-step modeling,0.1634,0.1503,1
calibration_case_2618,Multi-step modeling,0.6214,0.5141,1
calibration_case_2619,Procedural fluency,0.7942,0.7377,1
calibration_case_2620,Conceptual explanation,0.3881,0.363,0
calibration_case_2621,Procedural fluency,0.6968,0.6454,0
calibration_case_2622,Multi-step modeling,0.7779,0.6666,1
calibration_case_2623,Procedural fluency,0.5362,0.5054,0
calibration_case_2624,Procedural fluency,0.3321,0.3347,1
calibration_case_2625,Multi-step modeling,0.1116,0.1089,0
calibration_case_2626,Procedural fluency,0.4592,0.441,1
calibration_case_2627,Multi-step modeling,0.2657,0.229,1
calibration_case_2628,Conceptual explanation,0.266,0.2626,0
calibration_case_2629,Multi-step modeling,0.1975,0.1769,0
calibration_case_2630,Procedural fluency,0.8727,0.8201,1
calibration_case_2631,Procedural fluency,0.6834,0.6333,0
calibration_case_2632,Procedural fluency,0.8995,0.8509,1
calibration_case_2633,Procedural fluency,0.4324,0.4186,0
calibration_case_2634,Conceptual explanation,0.4582,0.4205,1
calibration_case_2635,Multi-step modeling,0.5332,0.4382,0
calibration_case_2636,Procedural fluency,0.7578,0.7023,0
calibration_case_2637,Procedural fluency,0.8722,0.8196,1
calibration_case_2638,Multi-step modeling,0.2027,0.1809,0
calibration_case_2639,Procedural fluency,0.6188,0.5761,1
calibration_case_2640,Multi-step modeling,0.3757,0.3129,0
calibration_case_2641,Conceptual explanation,0.7894,0.717,1
calibration_case_2642,Conceptual explanation,0.9236,0.8714,1
calibration_case_2643,Procedural fluency,0.5324,0.5023,1
calibration_case_2644,Procedural fluency,0.7121,0.6594,0
calibration_case_2645,Multi-step modeling,0.3911,0.3248,0
calibration_case_2646,Multi-step modeling,0.3713,0.3095,0
calibration_case_2647,Procedural fluency,0.7592,0.7036,1
calibration_case_2648,Conceptual explanation,0.503,0.4576,0
calibration_case_2649,Procedural fluency,0.6416,0.5961,1
calibration_case_2650,Conceptual explanation,0.1197,0.1352,0
calibration_case_2651,Multi-step modeling,0.3739,0.3115,0
calibration_case_2652,Procedural fluency,0.583,0.5452,0
calibration_case_2653,Procedural fluency,0.769,0.7131,1
calibration_case_2654,Multi-step modeling,0.4415,0.3641,0
calibration_case_2655,Conceptual explanation,0.3965,0.3698,0
calibration_case_2656,Procedural fluency,0.405,0.3957,1
calibration_case_2657,Procedural fluency,0.8028,0.7463,1
calibration_case_2658,Conceptual explanation,0.4059,0.3776,0
calibration_case_2659,Conceptual explanation,0.2152,0.2198,0
calibration_case_2660,Procedural fluency,0.9254,0.8824,1
calibration_case_2661,Multi-step modeling,0.185,0.1672,0
calibration_case_2662,Multi-step modeling,0.7331,0.6198,0
calibration_case_2663,Procedural fluency,0.7938,0.73740000000000006,1
calibration_case_2664,Conceptual explanation,0.7895,0.7172,1
calibration_case_2665,Multi-step modeling,0.2204,0.1945,0
calibration_case_2666,Multi-step modeling,0.6852,0.5728,1
calibration_case_2667,Procedural fluency,0.6074,0.5663,1
calibration_case_2668,Procedural fluency,0.5211,0.4928,0
calibration_case_2669,Procedural fluency,0.6956,0.6444,1
calibration_case_2670,Conceptual explanation,0.8129,0.7416,0
calibration_case_2671,Conceptual explanation,0.2992,0.2901,0
calibration_case_2672,Multi-step modeling,0.9093,0.8287,0
calibration_case_2673,Procedural fluency,0.3924,0.3853,0
calibration_case_2674,Conceptual explanation,0.6216,0.559,1
calibration_case_2675,Multi-step modeling,0.1162,0.1126,0
calibration_case_2676,Procedural fluency,0.5703,0.5344,0
calibration_case_2677,Multi-step modeling,0.3334,0.2805,1
calibration_case_2678,Procedural fluency,0.498,0.4734,1
calibration_case_2679,Procedural fluency,0.6078,0.5666,0
calibration_case_2680,Multi-step modeling,0.3691,0.3078,0
calibration_case_2681,Procedural fluency,0.8373,0.7818,0
calibration_case_2682,Procedural fluency,0.8332,0.7775,0
calibration_case_2683,Conceptual explanation,0.6762,0.6079,0
calibration_case_2684,Procedural fluency,0.8442,0.7891,0
calibration_case_2685,Conceptual explanation,0.6482,0.5826,0
calibration_case_2686,Conceptual explanation,0.465,0.4261,0
calibration_case_2687,Conceptual explanation,0.7946,0.7225,1
calibration_case_2688,Multi-step modeling,0.3968,0.3292,0
calibration_case_2689,Procedural fluency,0.36,0.3581,0
calibration_case_2690,Procedural fluency,0.5516,0.5185,0
calibration_case_2691,Multi-step modeling,0.0557,0.0608,0
calibration_case_2692,Procedural fluency,0.5352,0.5047,1
calibration_case_2693,Conceptual explanation,0.9163,0.8618,1
calibration_case_2694,Procedural fluency,0.9502,0.915,1
calibration_case_2695,Multi-step modeling,0.4163,0.3444,1
calibration_case_2696,Conceptual explanation,0.8963,0.8364,1
calibration_case_2697,Conceptual explanation,0.6861,0.617,0
calibration_case_2698,Conceptual explanation,0.4929,0.4492,1
calibration_case_2699,Multi-step modeling,0.1149,0.1115,0
calibration_case_2700,Conceptual explanation,0.2127,0.2177,0
calibration_case_2701,Conceptual explanation,0.4602,0.4221,0
calibration_case_2702,Procedural fluency,0.7648,0.709,1
calibration_case_2703,Conceptual explanation,0.3627,0.3422,0
calibration_case_2704,Multi-step modeling,0.7746,0.6631,1
calibration_case_2705,Procedural fluency,0.4717,0.4514,1
calibration_case_2706,Procedural fluency,0.7208,0.6674,0
calibration_case_2707,Conceptual explanation,0.1747,0.1848,0
calibration_case_2708,Multi-step modeling,0.2119,0.188,0
calibration_case_2709,Conceptual explanation,0.1778,0.1875,1
calibration_case_2710,Procedural fluency,0.1686,0.1915,1
calibration_case_2711,Multi-step modeling,0.1736,0.1583,0
calibration_case_2712,Multi-step modeling,0.5332,0.4382,0
calibration_case_2713,Conceptual explanation,0.8516,0.7838,1
calibration_case_2714,Procedural fluency,0.4602,0.4418,0
calibration_case_2715,Procedural fluency,0.4036,0.3946,0
calibration_case_2716,Procedural fluency,0.2815,0.2917,0
calibration_case_2717,Conceptual explanation,0.6506,0.5847,0
calibration_case_2718,Conceptual explanation,0.7449,0.6726,1
calibration_case_2719,Procedural fluency,0.571,0.535,1
calibration_case_2720,Conceptual explanation,0.4373,0.4033,0
calibration_case_2721,Procedural fluency,0.601,0.5607,0
calibration_case_2722,Procedural fluency,0.2078,0.2272,1
calibration_case_2723,Conceptual explanation,0.1459,0.1592,0
calibration_case_2724,Procedural fluency,0.549,0.5163,1
calibration_case_2725,Procedural fluency,0.7476,0.6925,0
calibration_case_2726,Conceptual explanation,0.7947,0.7225,0
calibration_case_2727,Conceptual explanation,0.3916,0.3659,1
calibration_case_2728,Conceptual explanation,0.5987,0.5389,1
calibration_case_2729,Conceptual explanation,0.2069,0.2127,0
calibration_case_2730,Conceptual explanation,0.2929,0.2849,1
calibration_case_2731,Conceptual explanation,0.4988,0.4541,1
calibration_case_2732,Procedural fluency,0.4732,0.4526,1
calibration_case_2733,Procedural fluency,0.6072,0.5661,0
calibration_case_2734,Procedural fluency,0.5235,0.4948,0
calibration_case_2735,Conceptual explanation,0.6069,0.5461,1
calibration_case_2736,Conceptual explanation,0.573,0.5168,1
calibration_case_2737,Procedural fluency,0.3378,0.3395,0
calibration_case_2738,Multi-step modeling,0.145,0.1358,0
calibration_case_2739,Procedural fluency,0.4969,0.4725,0
calibration_case_2740,Procedural fluency,0.8564,0.8022,1
calibration_case_2741,Conceptual explanation,0.4685,0.429,1
calibration_case_2742,Multi-step modeling,0.435,0.359,0
calibration_case_2743,Multi-step modeling,0.2753,0.2363,0
calibration_case_2744,Procedural fluency,0.9225,0.8788,1
calibration_case_2745,Conceptual explanation,0.4313,0.3983,0
calibration_case_2746,Multi-step modeling,0.3096,0.2624,0
calibration_case_2747,Multi-step modeling,0.1128,0.1099,1
calibration_case_2748,Procedural fluency,0.7481,0.693,1
calibration_case_2749,Conceptual explanation,0.1435,0.157,0
calibration_case_2750,Procedural fluency,0.6715,0.6226,0
calibration_case_2751,Conceptual explanation,0.5548,0.5012,1
calibration_case_2752,Procedural fluency,0.6193,0.5766,0
calibration_case_2753,Procedural fluency,0.2185,0.2367,1
calibration_case_2754,Conceptual explanation,0.5856,0.5276,1
calibration_case_2755,Multi-step modeling,0.607,0.5013,1
calibration_case_2756,Conceptual explanation,0.3324,0.3174,1
calibration_case_2757,Conceptual explanation,0.6281,0.5647,0
calibration_case_2758,Procedural fluency,0.7851,0.7287,1
calibration_case_2759,Conceptual explanation,0.7258,0.6543,0
calibration_case_2760,Procedural fluency,0.8327,0.777,0
calibration_case_2761,Conceptual explanation,0.1724,0.1828,0
calibration_case_2762,Procedural fluency,0.7932,0.7367,0
calibration_case_2763,Procedural fluency,0.9589,0.9272,1
calibration_case_2764,Procedural fluency,0.5431,0.5113,0
calibration_case_2765,Conceptual explanation,0.7356,0.6636,1
calibration_case_2766,Procedural fluency,0.6823,0.6323,0
calibration_case_2767,Conceptual explanation,0.6616,0.5947,1
calibration_case_2768,Procedural fluency,0.4625,0.4437,1
calibration_case_2769,Multi-step modeling,0.5606,0.4612,0
calibration_case_2770,Procedural fluency,0.9193,0.8747,1
calibration_case_2771,Multi-step modeling,0.923,0.849,1
calibration_case_2772,Multi-step modeling,0.6235,0.5159,1
calibration_case_2773,Conceptual explanation,0.523,0.4744,1
calibration_case_2774,Conceptual explanation,0.3267,0.3127,0
calibration_case_2775,Procedural fluency,0.8404,0.7851,1
calibration_case_2776,Multi-step modeling,0.7922,0.6823,1
calibration_case_2777,Conceptual explanation,0.583,0.5253,0
calibration_case_2778,Procedural fluency,0.3896,0.3829,0
calibration_case_2779,Multi-step modeling,0.4544,0.3744,0
calibration_case_2780,Conceptual explanation,0.8779,0.8141,1
calibration_case_2781,Procedural fluency,0.6429,0.5972,1
calibration_case_2782,Multi-step modeling,0.8108,0.7032,1
calibration_case_2783,Conceptual explanation,0.5895,0.531,1
calibration_case_2784,Procedural fluency,0.6736,0.6245,1
calibration_case_2785,Multi-step modeling,0.1099,0.1074,0
calibration_case_2786,Procedural fluency,0.4926,0.4688,1
calibration_case_2787,Multi-step modeling,0.1879,0.1695,0
calibration_case_2788,Conceptual explanation,0.5498,0.497,0
calibration_case_2789,Procedural fluency,0.8179,0.7616,1
calibration_case_2790,Procedural fluency,0.7314,0.6773,0
calibration_case_2791,Procedural fluency,0.6366,0.5917,0
calibration_case_2792,Conceptual explanation,0.3549,0.3358,0
calibration_case_2793,Procedural fluency,0.6743,0.6251,1
calibration_case_2794,Multi-step modeling,0.2139,0.1895,0
calibration_case_2795,Conceptual explanation,0.4095,0.3805,0
calibration_case_2796,Procedural fluency,0.8914,0.8414,1
calibration_case_2797,Multi-step modeling,0.6051,0.4996,1
calibration_case_2798,Procedural fluency,0.6536,0.6066,0
calibration_case_2799,Multi-step modeling,0.3996,0.3314,0
calibration_case_2800,Conceptual explanation,0.6106,0.5493,0
calibration_case_2801,Multi-step modeling,0.1097,0.1073,0
calibration_case_2802,Procedural fluency,0.4546,0.4371,0
calibration_case_2803,Conceptual explanation,0.44,0.4055,0
calibration_case_2804,Procedural fluency,0.6971,0.6457,1
calibration_case_2805,Multi-step modeling,0.1538,0.1428,1
calibration_case_2806,Conceptual explanation,0.9134,0.858,0
calibration_case_2807,Procedural fluency,0.6939,0.6428,1
calibration_case_2808,Multi-step modeling,0.731,0.6177,0
calibration_case_2809,Procedural fluency,0.5231,0.4945,0
calibration_case_2810,Multi-step modeling,0.3901,0.324,1
calibration_case_2811,Procedural fluency,0.7017,0.6499,0
calibration_case_2812,Multi-step modeling,0.6792,0.5671,0
calibration_case_2813,Procedural fluency,0.4877,0.4647,0
calibration_case_2814,Conceptual explanation,0.5997,0.5398,0
calibration_case_2815,Conceptual explanation,0.4867,0.4441,1
calibration_case_2816,Conceptual explanation,0.351,0.3326,0
calibration_case_2817,Conceptual explanation,0.7874,0.715,0
calibration_case_2818,Procedural fluency,0.644,0.5982,1
calibration_case_2819,Conceptual explanation,0.2734,0.2688,0
calibration_case_2820,Multi-step modeling,0.1858,0.1678,0
calibration_case_2821,Procedural fluency,0.3447,0.3453,1
calibration_case_2822,Conceptual explanation,0.4673,0.428,0
calibration_case_2823,Conceptual explanation,0.7841,0.7116,0
calibration_case_2824,Conceptual explanation,0.3515,0.333,0
calibration_case_2825,Conceptual explanation,0.2391,0.2401,1
calibration_case_2826,Multi-step modeling,0.7095,0.5963,1
calibration_case_2827,Multi-step modeling,0.1738,0.1585,0
calibration_case_2828,Multi-step modeling,0.091,0.0917,1
calibration_case_2829,Conceptual explanation,0.1247,0.1398,1
calibration_case_2830,Multi-step modeling,0.1172,0.1135,0
calibration_case_2831,Conceptual explanation,0.7554,0.6829,0
calibration_case_2832,Multi-step modeling,0.8418,0.7396,1
calibration_case_2833,Multi-step modeling,0.6527,0.5423,0
calibration_case_2834,Procedural fluency,0.7446,0.6897,0
calibration_case_2835,Procedural fluency,0.4379,0.4232,0
calibration_case_2836,Multi-step modeling,0.1392,0.1312,1
calibration_case_2837,Conceptual explanation,0.361,0.3408,0
calibration_case_2838,Multi-step modeling,0.4382,0.3615,0
calibration_case_2839,Conceptual explanation,0.2725,0.268,0
calibration_case_2840,Multi-step modeling,0.6017,0.4966,1
calibration_case_2841,Conceptual explanation,0.1656,0.1768,1
calibration_case_2842,Procedural fluency,0.9144,0.8687,1
calibration_case_2843,Procedural fluency,0.5569,0.523,0
calibration_case_2844,Conceptual explanation,0.6105,0.5492,1
calibration_case_2845,Procedural fluency,0.4675,0.4478,0
calibration_case_2846,Procedural fluency,0.8041,0.7476,1
calibration_case_2847,Procedural fluency,0.7964,0.7399,1
calibration_case_2848,Conceptual explanation,0.3977,0.3708,0
calibration_case_2849,Procedural fluency,0.3626,0.3604,0
calibration_case_2850,Conceptual explanation,0.6001,0.5402,0
calibration_case_2851,Conceptual explanation,0.8156,0.7444,1
calibration_case_2852,Procedural fluency,0.2066,0.2261,0
calibration_case_2853,Procedural fluency,0.1778,0.2,0
calibration_case_2854,Procedural fluency,0.9011,0.8528,1
calibration_case_2855,Conceptual explanation,0.1369,0.151,0
calibration_case_2856,Multi-step modeling,0.7535,0.6408,1
calibration_case_2857,Procedural fluency,0.1609,0.1843,0
calibration_case_2858,Procedural fluency,0.3646,0.362,0
calibration_case_2859,Procedural fluency,0.2104,0.2295,0
calibration_case_2860,Procedural fluency,0.4817,0.4597,0
calibration_case_2861,Conceptual explanation,0.3703,0.3484,1
calibration_case_2862,Procedural fluency,0.272,0.2836,0
calibration_case_2863,Multi-step modeling,0.3337,0.2807,0
calibration_case_2864,Multi-step modeling,0.4798,0.3946,1
calibration_case_2865,Conceptual explanation,0.3958,0.3693,0
calibration_case_2866,Procedural fluency,0.6924,0.6414,0
calibration_case_2867,Procedural fluency,0.9102,0.8636,1
calibration_case_2868,Procedural fluency,0.5665,0.5311,1
calibration_case_2869,Procedural fluency,0.7726,0.7165,1
calibration_case_2870,Procedural fluency,0.6273,0.5836,1
calibration_case_2871,Procedural fluency,0.7701,0.7141,1
calibration_case_2872,Procedural fluency,0.3932,0.3859,0
calibration_case_2873,Procedural fluency,0.8446,0.7895,1
calibration_case_2874,Procedural fluency,0.4278,0.4148,1
calibration_case_2875,Multi-step modeling,0.3742,0.3117,0
calibration_case_2876,Multi-step modeling,0.722,0.6086,1
calibration_case_2877,Multi-step modeling,0.4328,0.3573,1
calibration_case_2878,Conceptual explanation,0.852,0.7842,1
calibration_case_2879,Procedural fluency,0.793,0.7366,1
calibration_case_2880,Procedural fluency,0.7808,0.7245,1
calibration_case_2881,Procedural fluency,0.3803,0.3752,0
calibration_case_2882,Conceptual explanation,0.0837,0.1007,0
calibration_case_2883,Multi-step modeling,0.2389,0.2086,0
